name,zErr,zWarning,class
PGC028887,7.45547E-06,0,GALAXY
NGC5198,nan,nan,nan
IC3631,1.103191E-05,16,GALAXY
NGC4191,7.12515E-06,0,GALAXY
NGC6149,6.575144E-06,0,GALAXY
PGC029321,1.035975E-05,0,GALAXY
NGC3694,1.566998E-05,0,GALAXY
IC4011,8.421789E-06,0,GALAXY
NGC4690,nan,nan,nan
