name,zErr,zWarning,class
LED214054,6.460302E-06,0,GALAXY
VCC825,3.032652E-05,0,GALAXY
VCC963,6.177614E-06,0,GALAXY
PGC051247,1.011245E-05,0,GALAXY
NGC08542,1.677025E-05,0,GALAXY
PGC045416,5.321214E-06,0,GALAXY
PGC037162,3.523639E-05,0,GALAXY
UGC07300,-1,0,STAR
UGC07983,0.0001862208,0,STAR
